spec_centroid,spec_bandwidth,label
2011.3090568203638,2602.067268608011,cel
2724.5178075615263,3963.668891212777,cel
1300.1188044271933,2359.0793124996153,cel
1008.1709270258747,1804.3180409671045,cel
1134.784504040028,1750.7312209745614,cel
1818.0149043319338,2303.0670649080425,cel
1336.5954295491363,2065.8446288535283,cel
1481.190862276331,2059.3852115662507,cel
1291.1174233888646,1908.704102902501,cel
1799.6318812691297,2179.9054633364935,cel
962.0940117031065,1876.790378435157,cel
800.9016398474022,1791.1748330754372,cel
1209.8910099968828,2821.5377335980165,cel
2373.2341517298905,2961.2203568353707,cel
1293.6854483486613,2723.5132504254507,cel
2502.5000109275934,3005.299276810502,cel
1504.9253364590988,1793.7709271898782,cel
1769.3166126408232,2271.156878362231,cel
1420.333723350922,2070.1967664415997,cel
1890.6107113337246,2604.4074062127756,cel
1904.8378290946966,2569.668606283917,cel
1515.8362701214828,2351.7593149579216,cel
1868.1180254615504,2549.93717632588,cel
1931.8204348982954,2662.352350781492,cel
1588.571285939221,2121.9965526085316,cel
3246.170666934667,4446.5286991213125,cel
3311.319863718912,4473.925533287967,cel
3625.6853586028406,4604.043306315639,cel
1488.0109173640606,2729.7565798283613,cel
2178.696063616637,3866.198056687439,cel
1801.431226426361,2570.51036377166,cel
1567.7468637373881,2343.7845104335697,cel
1637.2828147201265,2438.081668417799,cel
1616.3154268539936,2556.1842601052826,cel
1415.1518953152201,2123.8269306203315,cel
1640.1188210039975,2309.281386243913,cel
1533.5080230539104,2179.647548019306,cel
1276.0008737724163,2353.2324310769973,cel
915.6078812837368,2126.4065655947115,cel
1250.2950549840582,2891.266794337868,cel
1861.987318439547,3315.007514599177,cel
1804.3781122634032,3551.047202403261,cel
1311.9923909497497,2601.1220890102386,cel
2375.3840745413345,2916.4633684595174,cel
2104.167000127505,2698.810863893293,cel
2435.795292014868,2693.260188774078,cel
2394.0857565248716,3688.1804470800225,cel
2020.2184543624571,3347.2882526136527,cel
2037.7809598101028,3507.6800792543613,cel
1864.4838846549972,2728.568444421082,cel
1645.5507264170458,2140.7324417724094,cel
2281.690287711992,2886.1151013809126,cel
1384.6666844384013,1983.1855305163608,cel
2218.726943784868,2623.0395936320915,cel
1176.1340885394918,2047.277010549008,cel
1669.6564226580454,2344.277213889513,cel
1773.206900528813,2356.678370338634,cel
1732.3529429431007,2296.860200886263,cel
1801.1706217556398,2341.6487072087075,cel
1589.313003445063,2234.9980016336626,cel
1259.1977242053972,1978.694635541194,cel
1620.6368798617088,1917.6474790846737,cel
1210.55654626227,1722.1636083625858,cel
1180.9592448431067,1745.8615971269203,cel
1717.6649044589576,2176.591603788076,cel
1714.779353678484,2306.705568819016,cel
1624.0590806505238,2018.1631922345775,cel
1072.3895336909027,1682.3398978991759,cel
1223.2473142796957,1810.038954530478,cel
1157.8543108076956,1770.3041992319665,cel
1505.0283117208128,2302.241068237926,cel
1961.0766319849938,2843.2031139146225,cel
1685.9264938903991,2488.4563330781702,cel
1640.7633161742688,2507.990434000327,cel
1441.521965704243,2418.818100909836,cel
1854.5656699309177,2742.876205931919,cel
1006.4116487087946,1703.904849726852,cel
1090.7191177279137,1658.5588158686182,cel
1152.20727078572,1644.5043025538573,cel
974.8714191685762,1823.0143550842524,cel
925.3162182312356,1647.7245039708275,cel
891.5770857932447,1579.7841009539143,cel
1779.532510580808,2514.9723192052634,cel
1803.5052714182561,2561.646393116223,cel
1898.7045677567887,2720.5045009436735,cel
1471.1387314352253,2250.041345584591,cel
1160.2253881317422,2063.112361988881,cel
1135.3950780078621,1897.2159134803815,cel
1023.1516327013228,2157.890565663392,cel
1351.2035267215872,2267.7026639358446,cel
1250.1460576407721,1978.7916372886798,cel
1038.3021282796701,1376.3232616632624,cel
1009.5439693645809,1526.1919694842688,cel
1499.0755248861135,1982.3990876183386,cel
1339.9788052812005,1738.226104876142,cel
1203.175122987176,1694.9482259636357,cel
751.2215247650224,1972.881390196651,cel
1061.9641861485306,1856.8460184392077,cel
1652.0191959762715,2205.512511870961,cel
1397.0133011076377,2019.3718366506232,cel
1358.860581226735,2002.0593519773317,cel
1832.748181981131,2333.35878404996,cel
1013.1309981989838,1398.9337400292977,cel
1021.462979548856,1407.3649957817547,cel
912.3569827807214,1275.9808751005444,cel
940.5917342722643,1436.5409810228982,cel
806.2312581792123,1206.429182560169,cel
980.4597466190484,1370.8423839175655,cel
1585.3015644442287,2400.6687769693904,cel
1584.442433499238,2370.8909079550654,cel
1598.0669794639377,2334.6168982578542,cel
1247.7812037154188,2156.366815741318,cel
1747.121682244344,2342.0438829267578,cel
1576.3100386537017,2259.3064208085043,cel
1384.9988232825547,1715.2691197468046,cel
1294.8625325265918,1777.2696168638827,cel
1103.6243651250081,1572.5907415098638,cel
777.7725717066115,1420.7234443619366,cel
2051.7077539081765,2330.5655750189126,cel
2025.9006067356968,2612.5869110929816,cel
1686.01722654798,2198.7809999354527,cel
1094.8409564865713,1764.5720117668302,cel
1539.943475220281,2103.5559759065886,cel
1184.6288160215836,2032.4075577922968,cel
1205.9284053947501,1989.9481784245843,cel
1217.6712153729243,1946.103904989004,cel
986.4522606942477,1374.4189836746182,cel
709.3917989544819,1176.9275825597504,cel
1299.6968011933425,1791.9097111629267,cel
1303.8283144651323,1900.7830617087259,cel
1795.5030396398986,2277.4327417750305,cel
1899.7246450419902,2411.2530067485422,cel
1579.4890419051958,2134.6885704762894,cel
1697.479127063761,2276.270134423544,cel
1919.9693686379376,2681.4421729511578,cel
785.5301978867233,1168.2865582963666,cel
728.6520798666787,1059.6961111926187,cel
650.6209486160876,1341.7233295595486,cel
976.4170622572149,1605.215810799924,cel
1059.0650129570008,1734.8210138305558,cel
723.4631311980925,1242.3132968563634,cel
937.5210505086403,2526.589177015501,cel
743.8165287887983,1918.1220895041654,cel
1483.6375617098552,2434.2231626584876,cel
1675.7556588920097,2443.2642698692093,cel
2151.0703133517654,2370.713594296317,cel
1526.9106382051273,1979.0387465891881,cel
1622.1914454446733,2033.6857769234587,cel
1482.5633114093616,1972.423772576891,cel
1207.4441497663709,1750.962869179374,cel
963.1357493097527,1631.577189848174,cel
1057.5470472774145,1650.5057647729343,cel
1037.3870994384401,1563.362246083856,cel
880.3257938821658,1505.8937717810816,cel
1089.4440667375434,1688.3796519506311,cel
1185.121415817732,2024.4683912391702,cel
1269.9565521595234,2359.466440874693,cel
1778.685756466874,2338.7038810400036,cel
992.1687242295721,2049.8143510475566,cel
737.5328785264323,1631.2309253223898,cel
1002.9541844809979,1974.4659837366114,cel
1461.7964132902466,1951.9027335590329,cel
1468.5548258663732,1984.735674073917,cel
1868.2771046824216,2329.555511617734,cel
1637.0338416763373,2092.8594784016655,cel
1222.1421110069252,2072.3994510214557,cel
1384.8226942020603,2283.987626579423,cel
2264.9976663834013,2874.629829785849,cel
2019.2852614215255,2810.5011913946455,cel
1702.8833517772591,2541.1382195229085,cel
1507.986095884776,2000.3337101608558,cel
1413.1394702697046,2041.4250901648802,cel
974.3739290067252,1580.247925885741,cel
1162.0499121599578,1814.5872439175546,cel
1215.648587621119,1897.8137851467836,cel
1055.0133880814894,1759.2228454242386,cel
1634.6294849901049,2305.987760274527,cel
1487.1893185507372,2178.315831917677,cel
1436.9388225028413,2194.188739915759,cel
1043.9733156093691,1809.6326172785698,cel
978.9594941167458,1723.7708204924736,cel
1168.581032566221,1994.6092876028854,cel
1111.0423537919928,1679.0844132912528,cel
1053.350719668281,1571.6617100981937,cel
804.9377382891075,1280.0475336884654,cel
1626.3046395660285,2050.4615312632814,cel
1497.370579228322,1998.5446480632256,cel
1855.6811273367505,2291.706953722339,cel
1507.1553822367575,2156.0634232088923,cel
1290.61859743178,2047.7313314744868,cel
1452.853140981232,2122.074136797249,cel
2011.4239340489448,3850.616236161294,cel
2529.306575341542,4349.425052192411,cel
2886.3980160057586,4776.070364349873,cel
1991.3694528474846,2741.1859597151647,cel
1926.005654343044,2796.6744170589477,cel
1935.075464562627,2713.9816429908574,cel
1743.608769301934,2541.947194526026,cel
1815.500104796136,2562.1667657824364,cel
1599.0925821048013,2508.868790546069,cel
2500.6231563735037,2415.4572906314716,cel
3189.142867088806,2776.377483341707,cel
3402.5499819745382,3233.0757156225345,cel
1470.36693494379,2612.7907948315587,cel
2620.5849975060605,3522.290405448629,cel
2802.570781863279,3587.394926795087,cel
1175.256454180915,1686.5491736822878,cel
1006.9562458717837,1548.0324844155318,cel
1283.2109110746976,1685.7827971486795,cel
1890.082617233084,2236.468341777839,cel
2249.9129036698578,2536.2153349616133,cel
2382.147876683671,2660.418231234825,cel
2677.662361687808,3493.957515700826,cel
3132.8360474677206,3780.888886350999,cel
2215.165669233122,2506.1870162482865,cel
2051.9234297245516,2575.532985940084,cel
1933.728634159448,2401.337085028448,cel
780.9094911208535,1725.8790141843103,cel
804.348739171082,2014.2229477586689,cel
972.062887409758,2172.429382336336,cel
992.4223103196313,1472.4049599662978,cel
969.283578899416,1459.8882291935718,cel
985.7091439142613,1453.6325448116581,cel
1726.1075210187626,2315.1568630708152,cel
1253.1521179518365,1702.6033433961982,cel
1297.5059608428762,1698.665947067097,cel
1036.2826050397746,1679.8224972975202,cel
742.4821426343295,1411.880326501217,cel
978.4660935787336,1543.5370591700569,cel
5776.086093214578,6959.034598620632,cel
5621.805021481333,7103.1872590164,cel
1095.4617477143174,2063.3260697385635,cel
1080.7785456574163,2179.9585798083267,cel
1146.8744442327868,2095.0269133235242,cel
1736.311118064671,1926.7015872205814,cel
1775.1399086122121,2126.06444057391,cel
2008.1308747122157,2772.3926378674896,cel
919.6179721209812,1920.1176587090802,cel
889.0873284548125,1926.3235405539383,cel
3558.4037730268487,4081.4725619491464,cel
3355.460648839521,3976.419321499761,cel
3306.0918460739426,3987.8652677912605,cel
670.444692274834,1579.5690715067087,cel
683.1635935952645,1545.120163413915,cel
828.0071383211375,1679.5653090348997,cel
820.9302636439762,1910.4596886696247,cel
556.8453527267013,1546.3599029322231,cel
770.2667529630452,1798.0341144761856,cel
2433.6795503811277,3170.3066319941177,cel
2414.0814617736914,3148.3428572031326,cel
2212.7828412329845,2757.9658486182125,cel
1157.7790956052643,1795.046771725816,cel
1149.0923986355328,1836.4880933982322,cel
987.4398551894434,1605.2323346420783,cel
2193.9409940188184,2749.3982686216827,cel
2168.971617057697,2769.449422874431,cel
1438.0784051260325,2104.9716184943436,cel
1480.4308031698245,2216.128319735691,cel
2010.9764020279626,2421.588982337221,cel
2682.375156593202,3526.167805457689,cel
2705.258886307293,3502.202415588015,cel
2831.8779758497044,3544.211234029394,cel
1992.3395711915684,2341.504677827167,cel
2234.046218051297,2555.529099723918,cel
2262.536280499162,2552.076189710934,cel
2430.748020329036,2655.6953992882723,cel
2389.6519624506955,2652.0528487487427,cel
2479.6377584167994,2673.391646017262,cel
2300.0991378116787,2298.869439728376,cel
2274.480686879233,2291.9438413299513,cel
2222.762377506505,2242.146098191146,cel
857.9246323256532,1004.8648895479611,cel
741.8341430914273,976.0012732121335,cel
864.9030051275126,1010.1499782936692,cel
546.3942799554087,1276.278781529293,cel
689.8956224957665,1363.6646228777608,cel
775.718197489548,1695.0243692201193,cel
1862.2936660760615,2415.6709780376877,cel
1871.4394976316962,2331.8584066901917,cel
1827.7488125200382,2273.407669583248,cel
2769.759619856299,3974.558896412996,cel
2999.3668788551377,4119.600896247598,cel
2771.616424682392,3591.511114721079,cel
1633.6249181591136,2278.8567860314333,cel
1344.4439345663113,2287.364565370712,cel
1407.96677422019,2337.6106844368037,cel
7649.822717537428,8184.2169219530315,cel
7689.216327242456,8248.43427170269,cel
7721.295164753639,8086.452986961774,cel
2915.475740733838,3949.896196239454,cel
3183.7264634908292,3978.8053220853058,cel
2960.3634878233042,3820.491165372908,cel
1475.4128425687559,2204.2665772656715,cel
960.3101679114675,1750.0523790259429,cel
1142.6393282726272,1523.1356807393086,cel
1010.5008949207371,1355.6546590567782,cel
992.3769583582,1399.9834663058343,cel
1130.1939458345237,1613.1588985191077,cel
1392.0321705852737,1764.6340230713154,cel
1119.7038655548063,1513.785153328441,cel
1204.4601576296768,1757.2712859998558,cel
1411.376324922712,2031.1674113349184,cel
1115.9693636874488,1667.0333884456268,cel
2095.199510920415,2767.539483282967,cel
2782.7329328722044,3206.118289515909,cel
2361.2362957464225,2985.925144662674,cel
1249.1623959839862,2178.4359609018015,cel
1215.2663813247611,2234.7600779596733,cel
1192.8083013103922,2299.5617744105216,cel
1232.45068620609,1902.5390484928507,cel
1052.5783253875736,1618.13716629929,cel
1602.3815959076169,2297.8803442208973,cel
2615.1358703863916,3243.0807541752943,cel
2831.1997538341056,3210.2969708863275,cel
2914.02303671302,3241.131107252344,cel
1966.317087830667,2790.5405973827533,cel
2298.81023137687,3018.527382379306,cel
2289.962181943956,2987.5870036173264,cel
971.6236411996096,1554.4505697029722,cel
2337.0481292367526,2919.436678167142,cel
2215.998565640546,2702.3184609699215,cel
1497.9788157662795,2364.461935014268,cel
1670.0481930419357,2437.5041588465165,cel
1295.4942433498902,1761.7489428668216,cel
1287.7786384943818,1653.4649634303962,cel
3835.967693902889,4377.966399734482,cel
1619.4757440982842,1813.953477284516,cel
1605.4041004064773,1793.3139511981497,cel
1586.9019882704845,1705.2680989054672,cel
1971.9453426811915,2798.955680099994,cel
1791.7023821406663,2702.002609675554,cel
1981.5144079482982,2872.0021014492645,cel
1114.1815281538068,1335.194944700028,cla
1256.5817941072407,1530.7408787331656,cla
1023.429256509334,1360.3699469131743,cla
1037.913862648143,2064.442590560209,cla
1075.399598358372,2144.6389741106336,cla
1047.940174466482,2405.354389287424,cla
1541.1232214827455,1881.173335614425,cla
1491.151002885696,2113.7551108297735,cla
1404.597249823078,1818.8183579002396,cla
1334.9315709998873,1921.6795460061232,cla
1550.542145470173,2018.111455091048,cla
1177.5586572461807,1452.0779534889682,cla
1152.3979585186948,1401.7252406319049,cla
1167.2362106102753,1479.334213887528,cla
1206.2029130689432,1420.6579969095112,cla
1154.386579996816,1355.604183640099,cla
1197.344799250393,1312.5490307429804,cla
1440.5592209232525,1697.0386224912836,cla
1393.9447388986641,1803.8148795974907,cla
1226.8730165103746,1666.8584825542887,cla
1130.0119465793239,1248.7196894077472,cla
1111.2069903289907,1156.5429497309729,cla
1136.7473018485432,1438.6164890771167,cla
1978.7148180158756,1906.4406331166558,cla
1414.6748278133261,1672.80751145108,cla
1656.7204499657726,1875.7244527319806,cla
798.4249003123109,1959.9265303852267,cla
888.0133127145068,1839.023437263621,cla
935.7474427947137,1697.4176329958948,cla
1438.3641415830316,1734.5142993932761,cla
1166.8977196824194,1708.9805451995223,cla
2104.4595445369278,3554.8757896180086,cla
1763.6670140801052,2025.447792149731,cla
1496.4302242749425,2016.9010161367298,cla
1522.9431522265684,2153.2948498741425,cla
1348.9845336332367,1605.9493127121611,cla
1041.126713136128,1659.781312642573,cla
1569.4402745755174,1912.2467534445875,cla
1230.6641863453217,1714.6862703545576,cla
1438.5581686430787,1710.567565672284,cla
1192.7684647980955,1813.731487721064,cla
1070.9127168831933,1804.389157255191,cla
1008.2345574730452,1825.3464365503885,cla
1125.0975567566798,1761.1507710575497,cla
1247.6253662087913,1394.1649074960878,cla
1322.479917009749,1475.1389409328444,cla
1227.4606810752946,1386.0676482917856,cla
1105.9997074015828,1328.423284416455,cla
1311.729289158113,1578.507774899489,cla
1061.7582077257687,1391.4642996537611,cla
1021.6270838055963,1144.5026602526782,cla
1407.3424069802793,1592.2016946961821,cla
1110.3047931513179,1287.4392427236285,cla
1743.729689839087,1879.0467076079456,cla
1202.561524976542,1617.4160021797559,cla
1488.590980845677,1719.6873005601317,cla
1179.5548146641768,1642.3220205157572,cla
1101.481191488657,1520.7204379074299,cla
995.0394187380257,1720.7565043038603,cla
1652.135022107479,2021.3826526448877,cla
1048.653707542448,2096.60546980601,cla
1430.624343156021,1945.0934301278276,cla
1506.4504143089312,1831.4556183586058,cla
1247.2774324718443,1754.5829107269453,cla
1258.580751169039,1746.3167457531626,cla
1474.099670113758,1719.8973915654828,cla
2110.731462030312,2207.844933160138,cla
1515.8235410321806,1748.35304489693,cla
1607.0723631235107,2586.0767007678355,cla
1653.3501370870688,1892.721765167743,cla
1133.8694992629967,1834.4329905949887,cla
1186.5309906146463,1927.864693687669,cla
1377.18812616609,1967.3716495853118,cla
1628.306792293835,2055.376300951557,cla
1051.5627156122998,1818.6981722483526,cla
805.5959607095597,1376.239133286871,cla
812.9606186466635,1777.526316574727,cla
1238.7408699268556,1544.600923328121,cla
1229.5635515383294,1639.4063723509066,cla
1329.638258850043,1686.9162144059114,cla
935.4754160099955,1567.9452138710674,cla
940.7519479642455,1573.3957376578016,cla
1000.6009026514685,1525.3816170059383,cla
1023.9322930535955,1498.2455548454254,cla
1036.878477505869,1489.8591553751935,cla
1057.7777405062159,1531.1241057602533,cla
1267.4278784619396,1529.639342961877,cla
1328.444312105132,1566.1118862838841,cla
1068.4884238751335,1432.3540640756155,cla
979.4359432133634,1254.6352461020388,cla
1173.951147684797,1491.5699176524693,cla
1293.6596082474705,1703.349156215573,cla
1055.1992743197764,1391.3714706867208,cla
2736.070985655979,3285.1528976300665,cla
1333.4276733758004,1510.5390306013346,cla
1088.4611438884333,1559.9771931047742,cla
1418.8265562883194,1923.532835052974,cla
1371.9261964897848,1713.5503513657948,cla
1131.6903205994197,1607.0904901871281,cla
1191.549077728105,1634.968320796062,cla
1358.4223063911616,1608.0442550993357,cla
1159.1845478098633,1386.2682751707969,cla
1202.298207309782,1493.1797871379915,cla
1307.8360699886043,1527.415918636819,cla
1431.0008349471152,1713.5824487894795,cla
1494.995312618992,1891.2575667648025,cla
1599.5885521513244,1856.379873186637,cla
1051.163781578103,1638.336385510428,cla
1004.8887649254427,1609.643773025919,cla
1099.6988173273883,1689.7970515155018,cla
1189.166621685184,1690.7654407889302,cla
1416.4770988013859,1887.2880411741457,cla
1630.8834602892468,1880.257676145626,cla
932.1950297625914,1405.3029138796296,cla
1519.8772584790745,1950.278388661575,cla
1218.6732880147374,1988.9224642597555,cla
1443.278999850254,1848.4034662945128,cla
1087.6560865484635,1638.2725663892188,cla
1291.8961283295284,1821.9658355004988,cla
1541.1232214827455,1881.173335614425,cla
1490.2508350630992,2111.7866732435996,cla
1162.6556861557613,1203.8580041275627,cla
949.1900915446677,1012.2969259993231,cla
1408.8736280630933,1437.7664832322507,cla
1256.1614796925692,1622.1093491233432,cla
1308.8788465497144,1538.8678730062538,cla
1244.961200545284,1566.8475626390118,cla
1595.0113767112005,2243.0802757422703,cla
1605.1452982996436,2268.58306591049,cla
1582.7707031554812,2367.291954921151,cla
1327.5334964238334,1899.1648232536454,cla
1253.6979979439857,2004.4032138817236,cla
1239.0524736990249,1794.2882551964742,cla
1233.212042278965,1664.6742373924733,cla
1334.3085697792285,1407.3889963931317,cla
1539.2237986722762,1796.332015179268,cla
1672.5520150853504,1522.024599564238,cla
1429.049805768689,1358.367083055757,cla
1156.644918638094,1283.0240130001507,cla
1008.8567905197311,1177.212369454355,cla
1051.5017157689624,1282.480314673258,cla
1248.328363022954,1417.788088067467,cla
1035.8550448233095,1240.153637502303,cla
991.0354388533566,1175.3524126267066,cla
1057.6681477503334,1275.511554300386,cla
1280.0434778099122,1357.874536694958,cla
1088.8885944796075,1263.5996630359707,cla
873.3153880939453,1005.0235930819484,cla
1288.8284889754577,1445.3516352858271,cla
1451.669635380875,1630.6313043202665,cla
1239.9859104718546,1416.7132776359022,cla
1427.966730653324,2236.2276152273394,cla
1259.814263328089,1688.6329124721426,cla
1258.7924774510855,1694.0719103117597,cla
965.3861899519484,1275.472664747451,cla
1135.415092463861,1392.8068884577656,cla
1077.9156038679978,1463.6790362182949,cla
928.9257634358289,1581.629505416479,cla
832.1230171909583,1404.0568102090601,cla
954.4766608125993,1601.0484372130002,cla
931.4295310151474,1509.9221500823883,cla
936.4896681898942,1546.0863991990389,cla
990.2692634018435,1448.3512611016536,cla
1128.2336569029599,1375.1072458260683,cla
1629.9079746702232,1772.808913407321,cla
1469.6769794811994,1581.3202824783714,cla
1390.3600380040182,1791.9159312136835,cla
1452.416478642518,2049.071301580093,cla
1406.3290528065613,1999.697376023364,cla
1565.6950465786188,1823.9527566302816,cla
1229.6272729254977,1697.124648870345,cla
1477.3677588858177,1573.9967687074657,cla
1098.6460212287368,1924.1300934770711,cla
989.5808496263351,1769.0799681914082,cla
1154.5327431628828,1996.8216324175069,cla
1490.0416252117507,1534.0208723818102,cla
1526.4786489683686,1610.6893263339532,cla
1568.4415822790754,1495.3205089992168,cla
993.8337318744889,1074.3394971538232,cla
1041.0876938751544,1062.7042657584807,cla
1117.8517542632333,1116.1763515270893,cla
1170.4999923196851,1707.7445062943812,cla
1346.545467840455,1715.0019835155456,cla
1419.7282107220333,1886.5505376062497,cla
1416.1254478459302,1844.0059322805062,cla
1434.5250245429581,1890.2785843621282,cla
1735.2784529337166,2130.9825239283946,cla
975.1086318939477,1496.1966979116532,cla
1288.4656361766517,1657.1891310331448,cla
1319.3720210506438,1453.784651059293,cla
879.1463464284626,1415.0187502313254,cla
1617.0419746621756,1791.0898623101466,cla
1321.8646467270737,1575.2941825905832,cla
1278.6195586388328,1767.508977421485,cla
1052.0240145058037,1490.1415545227173,cla
1161.83321126068,1638.5689106149946,cla
1466.3558404842108,2149.126362107323,cla
1241.0349160929247,1948.9214284488635,cla
1613.1260063981758,2430.762051190896,cla
1138.989368867072,1508.2396358968024,cla
966.0458973731926,1507.2525888258897,cla
1115.6877967730052,1328.9524075638137,cla
1417.986677547972,1455.6500212703002,cla
1451.9685761919222,1616.4679296777526,cla
1267.9746807781885,1327.423658871301,cla
1323.5419618835826,1805.744450261055,cla
1144.6840999455637,1949.973774774045,cla
1564.3828846609883,1944.435164621947,cla
1247.6253662087913,1394.1649074960878,cla
1322.479917009749,1475.1389409328444,cla
1226.2848429146136,1384.302844038995,cla
1069.5374226779777,1227.0051044102163,cla
1124.772688116495,1316.277964963419,cla
844.4606600086602,1335.4933882014832,cla
1331.0137484223415,1428.02126555185,cla
1186.3848084815936,1337.178288669006,cla
1027.5796876267166,1356.2919949944774,cla
3445.0300576037685,3448.793615767183,cla
2618.2040234003143,2875.8033158952176,cla
1375.1316438024999,1917.2606057595003,cla
947.8604601329142,1124.3431034875587,cla
971.2159014509286,1138.9510303410912,cla
953.0839107192741,1111.3483568817421,cla
3153.295648687716,3392.4357756443887,cla
2916.31367863561,2855.734769345232,cla
2946.975090928574,2848.4001598931754,cla
2183.0770192816753,2877.714644271491,cla
2389.5477377194256,2831.730335547374,cla
2010.0358497961786,2775.273110293627,cla
1060.9263615632958,1935.2277984063078,cla
1269.6012559720054,1590.53303263788,cla
1065.7213067830432,1639.9714449171258,cla
1423.9996021963084,1544.7921793064784,cla
1789.3413734441758,2360.8015407952093,cla
1911.5788117329937,2510.1657891079612,cla
1482.4191237659263,2173.7248763525513,cla
2194.172112717108,2946.3804785057955,cla
2317.334686808494,3036.001978960357,cla
2524.582840125716,3217.037850580767,cla
1789.4849182805672,2879.4326017738003,cla
1377.8717388452328,2069.8521916842515,cla
1305.1362240549458,2173.7471278264525,cla
3085.6057598500593,3504.4847935024336,cla
2963.639880276439,3511.790156935994,cla
3020.4859866133297,3477.3995717768753,cla
1350.2253048918346,1426.979512359893,cla
1435.743588220087,1496.9268740629543,cla
1457.509744442514,1519.2493062471983,cla
831.9501784244661,1158.1378437735987,cla
895.1231949448074,1184.466065415922,cla
790.9910214493549,1372.2034070436155,cla
2611.54914966773,3073.942270125721,cla
2449.5885460491895,3005.695238445221,cla
2728.5128409084828,3140.060493865309,cla
2106.258086134071,4995.742390861929,cla
2077.7069471207265,4955.512375043466,cla
2081.9432506689327,5026.263817493145,cla
1422.7683020242248,1994.519444192793,cla
1853.260427297786,2198.136017022296,cla
1417.7200468994774,1814.6829427325326,cla
1045.7962823550479,1592.5176006001318,cla
796.198362043083,1238.9306932010695,cla
989.0938977553928,1424.248499808428,cla
833.9099764493799,1274.6781315958765,cla
896.8142065176339,1286.0659078787867,cla
1025.9586145225617,1340.62382431382,cla
1762.7929513601,4076.7213662673385,cla
2389.9231736772763,4280.788501813258,cla
1699.8720277266932,3787.0253825025693,cla
2350.781492595666,4798.726500657589,cla
2303.9862960491073,4925.832372368256,cla
2388.118949452183,4803.608321637919,cla
1766.0215767653503,2697.757064191417,cla
2113.8388704229938,2965.228984227347,cla
1864.5467328058364,2414.254640393769,cla
1973.3727764954915,2983.5864954269978,cla
1993.242376286738,2972.2007726533593,cla
1902.5035478916977,2914.7654606370934,cla
1519.8796771170632,2023.2152126479796,cla
1236.509522465867,2021.0557692327795,cla
1553.4379601581177,1824.5921682467604,cla
1295.9587073014443,2065.219213436724,cla
1383.1612985345746,1961.9474025322738,cla
2557.6901552496984,3076.569708679269,cla
2529.638334682097,3176.8184034835213,cla
2874.012804883774,3111.711739364148,cla
951.9139488713319,1514.558383692742,cla
1058.0810798591608,1714.5008684499237,cla
1192.2195758228218,2179.989297360236,cla
1085.1277746185633,1166.1014300903985,cla
1007.0331809365865,1137.6386924154453,cla
976.5944613749518,1147.8012990106135,cla
4268.38184735647,5013.4817769224965,cla
4111.338719186961,4974.02470786536,cla
3906.126753544095,4221.162744039849,cla
1761.8193303240928,2394.2528828779086,cla
1974.3930064961617,2338.237125470472,cla
2227.553173038633,2271.4291138910903,cla
2339.339100575517,3086.977016525908,cla
2533.567427792957,3121.6595210910787,cla
2423.069663636486,3259.416076297026,cla
755.7446156286837,1070.8905749684025,cla
